cgpa,backlog,semester,department,course_id,employability_index,skills_count,placed
9.1,0,7,Mechanical,DS,0.85,5,1
6.83,0,5,Civil,CLOUD,0.87,3,0
4.71,0,5,Civil,WEB,0.78,2,0
7.05,1,6,Electronics,AIML,0.9,1,0
7.63,2,5,Electronics,CLOUD,0.87,7,1
7.81,1,8,Electronics,CLOUD,0.87,2,0
6.66,0,5,Civil,WEB,0.78,4,1
5.04,0,7,Mechanical,CLOUD,0.87,4,0
6.81,0,8,Mechanical,CLOUD,0.87,6,1
8.31,2,7,Mechanical,WEB,0.78,6,1
7.03,2,8,Electronics,CLOUD,0.87,1,0
5.94,0,6,Mechanical,AIML,0.9,7,1
7.23,1,7,Mechanical,AIML,0.9,1,0
7.97,1,5,Electronics,DS,0.85,7,1
6.22,0,5,Computer Science,AIML,0.9,4,0
3.89,0,7,Civil,DS,0.85,3,0
6.66,0,8,Information Technology,CLOUD,0.87,4,0
7.72,1,6,Information Technology,AIML,0.9,3,1
7.45,0,5,Computer Science,AIML,0.9,4,1
5.66,0,5,Computer Science,CYB,0.83,3,1
7.91,0,5,Computer Science,AIML,0.9,3,1
8.38,4,7,Mechanical,CLOUD,0.87,4,0
7.59,0,8,Civil,AIML,0.9,5,1
7.83,0,6,Computer Science,CYB,0.83,2,1
6.78,0,8,Information Technology,AIML,0.9,7,1
4.54,0,7,Computer Science,DS,0.85,2,0
7.75,2,6,Civil,DS,0.85,2,1
7.33,0,8,Civil,DS,0.85,6,0
9.04,1,8,Civil,AIML,0.9,5,1
7.92,0,8,Information Technology,DS,0.85,2,1
7.05,1,7,Electronics,CLOUD,0.87,0,1
8.27,0,5,Mechanical,CYB,0.83,2,0
7.91,1,8,Electronics,CLOUD,0.87,2,1
7.09,0,8,Civil,DS,0.85,1,1
5.27,1,6,Information Technology,WEB,0.78,4,0
8.48,0,8,Mechanical,DS,0.85,1,1
9.52,1,8,Mechanical,CYB,0.83,3,1
9.27,1,8,Civil,AIML,0.9,3,1
8.55,1,5,Mechanical,CLOUD,0.87,2,1
7.48,2,8,Computer Science,AIML,0.9,4,1
5.09,0,8,Information Technology,DS,0.85,4,0
9.49,0,6,Civil,DS,0.85,2,1
6.54,1,5,Civil,WEB,0.78,1,0
6.85,0,5,Civil,DS,0.85,0,0
8.11,0,5,Mechanical,CYB,0.83,3,1
4.99,1,6,Mechanical,DS,0.85,5,0
7.98,0,6,Civil,DS,0.85,2,1
6.92,0,5,Electronics,CYB,0.83,4,1
8.05,2,5,Computer Science,DS,0.85,3,1
9.56,0,6,Civil,DS,0.85,1,1
6.51,1,5,Electronics,AIML,0.9,3,0
7.62,0,8,Mechanical,WEB,0.78,3,0
3.95,1,8,Computer Science,AIML,0.9,1,0
6.36,0,8,Computer Science,WEB,0.78,3,1
7.76,2,7,Electronics,DS,0.85,3,0
8.23,0,6,Computer Science,CLOUD,0.87,0,0
7.14,1,7,Mechanical,CLOUD,0.87,6,1
6.24,0,7,Information Technology,CYB,0.83,0,1
7.87,1,5,Civil,AIML,0.9,3,0
7.17,0,6,Civil,DS,0.85,6,1
6.41,0,8,Electronics,CYB,0.83,4,0
9.18,1,7,Computer Science,WEB,0.78,0,0
6.65,1,8,Computer Science,AIML,0.9,5,1
7.57,0,8,Information Technology,WEB,0.78,6,0
5.95,1,5,Computer Science,WEB,0.78,1,1
8.85,0,5,Information Technology,DS,0.85,6,1
5.87,3,6,Computer Science,AIML,0.9,0,0
8.25,0,5,Civil,CLOUD,0.87,2,1
8.2,2,6,Computer Science,CYB,0.83,3,0
4.37,0,5,Computer Science,AIML,0.9,2,1
6.16,2,8,Information Technology,AIML,0.9,4,1
6.53,2,6,Information Technology,CYB,0.83,4,0
6.47,0,7,Mechanical,AIML,0.9,3,1
6.74,3,7,Information Technology,CLOUD,0.87,6,0
6.46,0,7,Mechanical,DS,0.85,1,0
7.57,0,6,Computer Science,CLOUD,0.87,1,0
6.33,1,8,Computer Science,DS,0.85,5,0
7.55,1,8,Computer Science,WEB,0.78,2,0
6.35,1,7,Electronics,CLOUD,0.87,2,1
6.94,1,6,Civil,CLOUD,0.87,3,0
8.35,1,7,Information Technology,CYB,0.83,5,1
7.63,1,7,Computer Science,DS,0.85,2,1
8.23,0,8,Mechanical,AIML,0.9,2,1
5.45,0,7,Computer Science,CLOUD,0.87,4,0
8.5,0,7,Civil,CYB,0.83,5,1
6.88,0,7,Electronics,DS,0.85,4,1
7.97,0,7,Mechanical,DS,0.85,7,0
5.96,1,7,Information Technology,CLOUD,0.87,2,0
8.39,0,8,Mechanical,WEB,0.78,4,0
8.81,0,7,Computer Science,CLOUD,0.87,5,1
8.47,0,8,Computer Science,CLOUD,0.87,5,0
7.06,0,7,Information Technology,DS,0.85,4,0
7.82,0,8,Electronics,AIML,0.9,0,0
6.1,2,5,Electronics,AIML,0.9,2,1
7.49,0,8,Civil,AIML,0.9,3,0
8.47,0,8,Mechanical,CLOUD,0.87,1,1
5.69,1,6,Electronics,CYB,0.83,3,0
7.99,3,8,Information Technology,WEB,0.78,5,0
7.65,3,5,Information Technology,CYB,0.83,3,1
5.15,0,6,Electronics,DS,0.85,1,0
6.1,1,6,Civil,AIML,0.9,4,1
6.09,0,5,Electronics,AIML,0.9,5,0
6.95,1,6,Civil,WEB,0.78,5,0
8.11,1,7,Mechanical,WEB,0.78,4,0
6.81,0,6,Computer Science,WEB,0.78,4,1
7.08,1,5,Information Technology,DS,0.85,3,1
7.03,0,7,Information Technology,WEB,0.78,5,1
6.76,0,6,Electronics,CLOUD,0.87,2,1
7.65,1,8,Mechanical,WEB,0.78,5,1
7.47,0,7,Electronics,WEB,0.78,2,0
7.51,1,5,Electronics,AIML,0.9,6,1
8.31,0,5,Computer Science,WEB,0.78,5,1
5.58,1,7,Information Technology,DS,0.85,7,0
6.79,0,8,Civil,CYB,0.83,7,1
5.89,1,5,Electronics,AIML,0.9,4,1
5.98,0,6,Civil,CYB,0.83,4,1
7.51,0,8,Civil,DS,0.85,4,1
9.31,1,7,Electronics,WEB,0.78,4,1
8.64,0,5,Electronics,DS,0.85,5,1
9.45,1,5,Civil,CYB,0.83,5,1
7.29,1,6,Computer Science,CLOUD,0.87,2,0
6.21,2,7,Electronics,WEB,0.78,3,0
8.17,0,8,Electronics,AIML,0.9,8,1
8.7,0,6,Electronics,WEB,0.78,4,1
6.65,0,8,Computer Science,CLOUD,0.87,1,0
7.56,2,8,Mechanical,CLOUD,0.87,2,0
7.5,1,7,Information Technology,WEB,0.78,4,1
8.37,1,7,Electronics,CYB,0.83,5,1
7.83,0,7,Information Technology,AIML,0.9,0,0
6.5,0,8,Electronics,AIML,0.9,6,1
7.88,1,8,Information Technology,AIML,0.9,6,1
7.12,0,6,Mechanical,DS,0.85,0,0
7.94,1,5,Information Technology,CYB,0.83,2,0
7.01,0,7,Electronics,CLOUD,0.87,3,0
7.21,0,5,Computer Science,AIML,0.9,5,0
6.59,2,7,Computer Science,WEB,0.78,6,0
7.89,0,6,Information Technology,DS,0.85,3,1
7.67,0,5,Information Technology,CYB,0.83,2,1
6.87,0,5,Information Technology,WEB,0.78,5,0
8.06,1,5,Computer Science,CYB,0.83,6,1
6.85,0,6,Information Technology,DS,0.85,5,0
7.82,0,8,Computer Science,WEB,0.78,5,1
5.52,1,6,Mechanical,CYB,0.83,0,1
7.41,1,8,Computer Science,DS,0.85,8,1
8.93,1,7,Electronics,AIML,0.9,3,1
7.75,0,5,Information Technology,AIML,0.9,3,1
7.53,0,8,Computer Science,CYB,0.83,7,1
5.05,3,7,Electronics,CYB,0.83,3,0
4.91,0,5,Computer Science,CLOUD,0.87,1,0
6.2,1,5,Computer Science,AIML,0.9,8,0
7.66,4,5,Computer Science,DS,0.85,5,0
6.67,0,6,Mechanical,WEB,0.78,6,1
6.51,1,5,Computer Science,AIML,0.9,4,1
8.47,0,6,Mechanical,WEB,0.78,1,1
5.71,2,7,Information Technology,AIML,0.9,0,0
7.5,0,7,Mechanical,DS,0.85,0,0
5.04,1,8,Mechanical,WEB,0.78,2,0
6.12,1,8,Computer Science,DS,0.85,5,0
7.45,1,6,Computer Science,DS,0.85,0,1
7.43,1,7,Electronics,CLOUD,0.87,3,0
7.87,0,6,Civil,DS,0.85,4,1
8.85,0,8,Information Technology,DS,0.85,3,1
6.08,1,6,Computer Science,AIML,0.9,7,1
7.81,0,5,Electronics,AIML,0.9,5,1
6.03,0,8,Civil,WEB,0.78,2,0
7.07,0,6,Computer Science,AIML,0.9,2,0
5.9,1,6,Electronics,DS,0.85,4,0
4.71,1,8,Computer Science,CYB,0.83,4,1
8.7,1,7,Computer Science,CLOUD,0.87,5,1
8.19,0,6,Mechanical,AIML,0.9,5,1
7.42,0,7,Mechanical,AIML,0.9,4,1
8.33,2,7,Civil,CYB,0.83,4,0
6.63,1,5,Mechanical,DS,0.85,7,1
6.89,0,5,Civil,CLOUD,0.87,5,1
5.79,0,6,Computer Science,CYB,0.83,0,0
6.98,1,8,Civil,DS,0.85,5,1
8.14,0,8,Civil,CLOUD,0.87,2,0
6.89,1,8,Information Technology,WEB,0.78,5,0
6.2,0,7,Computer Science,WEB,0.78,2,1
7.62,2,7,Computer Science,AIML,0.9,4,1
7.71,0,7,Information Technology,CYB,0.83,4,1
5.43,0,8,Mechanical,AIML,0.9,6,1
7.42,0,6,Electronics,DS,0.85,5,1
9.55,1,8,Computer Science,WEB,0.78,5,1
4.87,0,7,Electronics,CLOUD,0.87,3,0
6.37,0,8,Mechanical,DS,0.85,0,1
8.28,0,5,Mechanical,DS,0.85,4,1
6.82,0,7,Computer Science,WEB,0.78,2,0
7.39,1,7,Electronics,CYB,0.83,4,1
8.43,1,7,Computer Science,AIML,0.9,7,1
6.07,1,5,Civil,CYB,0.83,4,0
7.15,2,5,Mechanical,CYB,0.83,7,1
5.7,2,6,Electronics,CYB,0.83,2,0
6.41,0,8,Mechanical,CYB,0.83,0,0
7.12,0,5,Computer Science,WEB,0.78,3,1
6.25,0,8,Information Technology,CYB,0.83,3,1
7.04,1,7,Civil,DS,0.85,5,0
5.23,0,8,Mechanical,AIML,0.9,5,1
8.85,0,7,Computer Science,DS,0.85,5,1
7.33,0,5,Civil,CLOUD,0.87,3,1
7.96,0,6,Civil,CYB,0.83,5,0
4.98,0,7,Computer Science,CLOUD,0.87,6,0
6.47,0,8,Computer Science,DS,0.85,3,0
8.63,0,5,Information Technology,WEB,0.78,4,1
8.04,2,5,Electronics,CLOUD,0.87,2,0
9.53,1,5,Information Technology,AIML,0.9,4,1
6.61,1,7,Electronics,AIML,0.9,4,0
5.9,0,7,Electronics,CLOUD,0.87,3,0
6.14,0,8,Civil,AIML,0.9,5,1
5.57,0,8,Computer Science,CYB,0.83,3,0
7.96,1,7,Mechanical,DS,0.85,1,0
7.34,2,7,Civil,WEB,0.78,3,0
7.82,0,7,Electronics,WEB,0.78,3,1
7.32,1,6,Civil,AIML,0.9,4,1
5.63,0,6,Mechanical,DS,0.85,7,1
5.93,0,8,Computer Science,CLOUD,0.87,7,1
6.59,0,8,Computer Science,DS,0.85,5,1
8.57,1,5,Civil,CYB,0.83,0,0
6.85,1,8,Civil,CLOUD,0.87,7,1
8.32,0,5,Mechanical,DS,0.85,0,1
6.53,1,6,Mechanical,AIML,0.9,3,0
6.4,0,6,Civil,CLOUD,0.87,5,0
7.24,0,5,Computer Science,WEB,0.78,4,0
6.61,1,8,Information Technology,CLOUD,0.87,4,1
7.25,0,6,Electronics,WEB,0.78,3,0
5.72,0,6,Information Technology,AIML,0.9,6,1
6.66,0,6,Electronics,AIML,0.9,2,0
7.11,0,6,Information Technology,AIML,0.9,4,1
7.06,0,5,Civil,DS,0.85,2,1
7.22,1,6,Electronics,CLOUD,0.87,0,0
7.15,1,7,Civil,CLOUD,0.87,4,0
6.13,0,7,Electronics,AIML,0.9,6,1
7.4,0,5,Mechanical,CYB,0.83,1,0
8.7,1,5,Computer Science,WEB,0.78,3,0
7.64,0,7,Information Technology,AIML,0.9,3,1
8.33,0,7,Information Technology,WEB,0.78,4,1
7.66,0,6,Mechanical,DS,0.85,7,1
6.84,2,7,Civil,AIML,0.9,5,1
5.83,0,6,Civil,WEB,0.78,4,1
7.08,0,6,Mechanical,CLOUD,0.87,3,1
7.97,0,8,Computer Science,DS,0.85,4,0
5.77,1,5,Electronics,CLOUD,0.87,5,1
6.99,1,6,Computer Science,DS,0.85,4,0
8.93,1,7,Information Technology,DS,0.85,1,0
4.98,1,7,Computer Science,WEB,0.78,1,0
5.95,0,8,Electronics,WEB,0.78,4,0
8.83,2,8,Information Technology,DS,0.85,3,1
7.5,0,6,Civil,CYB,0.83,0,0
8.42,0,5,Computer Science,CYB,0.83,7,1
9.21,1,6,Information Technology,AIML,0.9,3,1
6.33,0,6,Electronics,WEB,0.78,2,0
7.26,0,7,Information Technology,DS,0.85,0,1
6.56,0,5,Mechanical,WEB,0.78,4,0
5.76,3,8,Civil,DS,0.85,1,0
7.75,2,7,Electronics,AIML,0.9,4,1
7.54,1,7,Civil,CLOUD,0.87,1,1
5.67,1,7,Information Technology,WEB,0.78,3,0
7.59,0,5,Electronics,AIML,0.9,2,1
4.81,3,5,Electronics,AIML,0.9,6,0
8.14,1,7,Computer Science,DS,0.85,1,0
5.41,0,5,Mechanical,DS,0.85,4,1
7.27,1,6,Civil,DS,0.85,2,0
6.95,0,7,Mechanical,CYB,0.83,1,1
5.91,0,8,Information Technology,WEB,0.78,4,1
8.68,0,6,Information Technology,CYB,0.83,7,1
5.96,2,5,Mechanical,CLOUD,0.87,1,0
6.82,1,5,Computer Science,CLOUD,0.87,4,1
6.91,0,5,Mechanical,AIML,0.9,6,1
5.55,0,6,Civil,CYB,0.83,2,1
6.4,1,6,Computer Science,CYB,0.83,2,0
7.66,1,5,Computer Science,AIML,0.9,3,1
9.43,0,6,Electronics,WEB,0.78,0,1
7.56,0,6,Mechanical,WEB,0.78,2,0
7.6,0,8,Civil,WEB,0.78,5,1
7.78,0,6,Electronics,CYB,0.83,1,1
7.87,0,6,Civil,CYB,0.83,5,1
6.58,0,5,Information Technology,DS,0.85,4,1
7.75,1,7,Electronics,WEB,0.78,6,0
7.77,0,7,Mechanical,WEB,0.78,3,0
8.63,0,8,Computer Science,CYB,0.83,0,0
6.89,0,6,Computer Science,AIML,0.9,1,0
6.89,0,8,Mechanical,AIML,0.9,2,1
9.51,0,6,Computer Science,WEB,0.78,7,1
8.08,0,5,Information Technology,AIML,0.9,3,1
9.48,4,8,Mechanical,AIML,0.9,3,1
5.96,0,7,Information Technology,CLOUD,0.87,4,1
4.78,0,6,Information Technology,WEB,0.78,0,0
9.37,0,5,Electronics,DS,0.85,6,1
6.77,1,7,Information Technology,DS,0.85,2,1
7.65,0,6,Civil,WEB,0.78,8,1
7.41,0,7,Civil,WEB,0.78,8,1
7.66,0,6,Information Technology,CYB,0.83,5,1
7.83,1,8,Electronics,WEB,0.78,3,1
7.63,2,8,Civil,DS,0.85,0,1
7.46,1,8,Electronics,CYB,0.83,3,1
6.38,2,6,Information Technology,CLOUD,0.87,0,0
6.06,1,6,Electronics,DS,0.85,4,0
7.44,3,5,Mechanical,CLOUD,0.87,6,0
5.71,0,7,Electronics,CLOUD,0.87,7,1
5.93,0,7,Civil,CYB,0.83,1,0
7.9,0,5,Mechanical,AIML,0.9,2,0
6.39,2,8,Electronics,CLOUD,0.87,2,0
7.89,0,5,Computer Science,AIML,0.9,2,1
7.87,1,7,Electronics,CYB,0.83,2,0
6.85,0,7,Information Technology,CYB,0.83,3,1
6.65,1,7,Information Technology,WEB,0.78,1,0
7.0,2,7,Civil,CLOUD,0.87,1,0
6.21,2,8,Electronics,AIML,0.9,7,0
7.93,2,7,Information Technology,DS,0.85,5,0
5.92,2,7,Mechanical,WEB,0.78,5,0
4.27,2,8,Civil,CYB,0.83,4,1
6.68,0,8,Mechanical,CYB,0.83,1,0
6.94,2,5,Electronics,CLOUD,0.87,2,1
7.31,0,6,Electronics,CYB,0.83,0,0
7.17,1,5,Electronics,CYB,0.83,6,1
5.98,2,5,Mechanical,CYB,0.83,8,1
8.51,1,7,Civil,AIML,0.9,3,1
7.86,0,5,Information Technology,AIML,0.9,5,1
8.32,0,6,Information Technology,CYB,0.83,3,1
7.63,1,8,Mechanical,CLOUD,0.87,4,0
8.39,0,7,Mechanical,CYB,0.83,0,0
8.74,0,5,Computer Science,CLOUD,0.87,3,0
8.87,0,8,Computer Science,DS,0.85,1,1
10.0,0,5,Civil,AIML,0.9,1,1
6.31,2,7,Computer Science,DS,0.85,4,0
5.8,2,7,Computer Science,DS,0.85,1,0
8.23,1,7,Computer Science,CYB,0.83,4,1
7.21,1,6,Information Technology,AIML,0.9,5,1
7.5,0,8,Information Technology,WEB,0.78,3,0
8.16,1,7,Information Technology,AIML,0.9,2,1
8.53,1,7,Electronics,DS,0.85,4,1
8.51,0,6,Electronics,DS,0.85,1,1
5.75,0,6,Information Technology,AIML,0.9,4,1
9.98,0,6,Mechanical,CLOUD,0.87,2,1
5.41,0,7,Mechanical,DS,0.85,6,1
6.72,1,6,Computer Science,WEB,0.78,4,1
8.4,3,5,Civil,DS,0.85,6,1
6.7,1,6,Computer Science,AIML,0.9,6,1
7.56,0,7,Mechanical,DS,0.85,2,1
8.43,2,8,Mechanical,WEB,0.78,4,0
7.41,0,5,Mechanical,DS,0.85,6,1
6.81,1,7,Information Technology,CYB,0.83,0,0
5.95,3,6,Civil,AIML,0.9,3,0
7.49,2,6,Electronics,DS,0.85,4,0
8.45,3,5,Computer Science,CLOUD,0.87,4,1
6.84,0,6,Mechanical,DS,0.85,3,1
7.47,0,7,Civil,WEB,0.78,6,1
6.43,0,6,Mechanical,WEB,0.78,1,0
5.19,2,6,Civil,DS,0.85,2,1
6.4,0,6,Electronics,CYB,0.83,4,1
6.36,0,8,Electronics,CLOUD,0.87,5,1
8.2,1,8,Computer Science,CYB,0.83,2,1
6.38,0,7,Mechanical,WEB,0.78,0,0
8.45,0,6,Computer Science,CLOUD,0.87,3,1
8.48,0,8,Civil,CYB,0.83,0,1
7.14,0,6,Mechanical,AIML,0.9,4,1
6.69,1,7,Information Technology,DS,0.85,2,0
6.73,0,5,Computer Science,WEB,0.78,2,0
5.85,0,5,Computer Science,AIML,0.9,6,1
5.45,2,6,Mechanical,WEB,0.78,1,1
4.49,2,6,Mechanical,DS,0.85,2,0
10.0,1,8,Electronics,CYB,0.83,2,1
6.77,0,8,Information Technology,WEB,0.78,3,0
