cgpa,backlog,semester,department,course_id,course_min_cgpa,course_max_backlog,eligible
7.6,2,4,Electronics,CLOUD,6.5,1,0
6.22,1,6,Mechanical,AIML,7.5,0,0
6.22,1,6,Mechanical,DS,7.0,1,0
6.22,1,6,Mechanical,WEB,6.0,2,1
6.22,1,6,Mechanical,CYB,7.0,1,0
6.22,1,6,Mechanical,CLOUD,6.5,1,0
7.46,0,6,Electronics,AIML,7.5,0,0
7.46,0,6,Electronics,DS,7.0,1,1
7.46,0,6,Electronics,WEB,6.0,2,1
7.46,0,6,Electronics,CYB,7.0,1,1
7.46,0,6,Electronics,CLOUD,6.5,1,1
5.94,0,6,Civil,AIML,7.5,0,0
5.94,0,6,Civil,DS,7.0,1,0
5.94,0,6,Civil,WEB,6.0,2,0
5.94,0,6,Civil,CYB,7.0,1,0
5.94,0,6,Civil,CLOUD,6.5,1,0
7.77,1,6,Information Technology,AIML,7.5,0,0
7.77,1,6,Information Technology,DS,7.0,1,1
7.77,1,6,Information Technology,WEB,6.0,2,1
7.77,1,6,Information Technology,CYB,7.0,1,0
7.77,1,6,Information Technology,CLOUD,6.5,1,0
8.78,1,4,Mechanical,AIML,7.5,0,0
8.78,1,4,Mechanical,DS,7.0,1,1
8.78,1,4,Mechanical,WEB,6.0,2,1
8.78,1,4,Mechanical,CYB,7.0,1,1
8.78,1,4,Mechanical,CLOUD,6.5,1,1
5.43,0,8,Civil,AIML,7.5,0,0
5.43,0,8,Civil,DS,7.0,1,0
5.43,0,8,Civil,WEB,6.0,2,0
5.43,0,8,Civil,CYB,7.0,1,0
5.43,0,8,Civil,CLOUD,6.5,1,0
7.23,0,8,Mechanical,AIML,7.5,0,0
7.23,0,8,Mechanical,DS,7.0,1,1
7.23,0,8,Mechanical,WEB,6.0,2,1
7.23,0,8,Mechanical,CYB,7.0,1,1
7.23,0,8,Mechanical,CLOUD,6.5,1,1
8.04,0,3,Mechanical,AIML,7.5,0,1
8.04,0,3,Mechanical,DS,7.0,1,1
8.04,0,3,Mechanical,WEB,6.0,2,1
8.04,0,3,Mechanical,CYB,7.0,1,1
8.04,0,3,Mechanical,CLOUD,6.5,1,1
8.04,2,6,Mechanical,AIML,7.5,0,0
8.04,2,6,Mechanical,DS,7.0,1,0
8.04,2,6,Mechanical,WEB,6.0,2,1
8.04,2,6,Mechanical,CYB,7.0,1,0
8.04,2,6,Mechanical,CLOUD,6.5,1,0
8.62,1,5,Information Technology,AIML,7.5,0,0
8.62,1,5,Information Technology,DS,7.0,1,1
8.62,1,5,Information Technology,WEB,6.0,2,1
8.62,1,5,Information Technology,CYB,7.0,1,1
8.62,1,5,Information Technology,CLOUD,6.5,1,1
6.38,1,8,Mechanical,AIML,7.5,0,0
6.38,1,8,Mechanical,DS,7.0,1,0
6.38,1,8,Mechanical,WEB,6.0,2,1
6.38,1,8,Mechanical,CYB,7.0,1,0
6.38,1,8,Mechanical,CLOUD,6.5,1,0
4.48,1,7,Computer Science,AIML,7.5,0,0
4.48,1,7,Computer Science,DS,7.0,1,0
4.48,1,7,Computer Science,WEB,6.0,2,0
4.48,1,7,Computer Science,CYB,7.0,1,0
4.48,1,7,Computer Science,CLOUD,6.5,1,0
6.1,0,5,Electronics,AIML,7.5,0,1
6.1,0,5,Electronics,DS,7.0,1,0
6.1,0,5,Electronics,WEB,6.0,2,1
6.1,0,5,Electronics,CYB,7.0,1,0
6.1,0,5,Electronics,CLOUD,6.5,1,0
7.86,1,8,Civil,AIML,7.5,0,0
7.86,1,8,Civil,DS,7.0,1,0
7.86,1,8,Civil,WEB,6.0,2,1
7.86,1,8,Civil,CYB,7.0,1,1
7.86,1,8,Civil,CLOUD,6.5,1,1
7.98,1,5,Mechanical,AIML,7.5,0,0
7.98,1,5,Mechanical,DS,7.0,1,1
7.98,1,5,Mechanical,WEB,6.0,2,1
7.98,1,5,Mechanical,CYB,7.0,1,1
7.98,1,5,Mechanical,CLOUD,6.5,1,1
5.96,0,8,Computer Science,AIML,7.5,0,0
5.96,0,8,Computer Science,DS,7.0,1,0
5.96,0,8,Computer Science,WEB,6.0,2,1
5.96,0,8,Computer Science,CYB,7.0,1,0
5.96,0,8,Computer Science,CLOUD,6.5,1,0
7.78,2,3,Mechanical,AIML,7.5,0,0
7.78,2,3,Mechanical,DS,7.0,1,0
7.78,2,3,Mechanical,WEB,6.0,2,1
7.78,2,3,Mechanical,CYB,7.0,1,0
7.78,2,3,Mechanical,CLOUD,6.5,1,0
5.65,0,3,Mechanical,AIML,7.5,0,0
5.65,0,3,Mechanical,DS,7.0,1,0
5.65,0,3,Mechanical,WEB,6.0,2,0
5.65,0,3,Mechanical,CYB,7.0,1,0
5.65,0,3,Mechanical,CLOUD,6.5,1,0
8.26,0,6,Electronics,AIML,7.5,0,1
8.26,0,6,Electronics,DS,7.0,1,1
8.26,0,6,Electronics,WEB,6.0,2,1
8.26,0,6,Electronics,CYB,7.0,1,1
8.26,0,6,Electronics,CLOUD,6.5,1,1
7.21,0,8,Information Technology,AIML,7.5,0,0
7.21,0,8,Information Technology,DS,7.0,1,1
7.21,0,8,Information Technology,WEB,6.0,2,1
7.21,0,8,Information Technology,CYB,7.0,1,1
7.21,0,8,Information Technology,CLOUD,6.5,1,1
6.04,2,5,Mechanical,AIML,7.5,0,0
6.04,2,5,Mechanical,DS,7.0,1,0
6.04,2,5,Mechanical,WEB,6.0,2,1
6.04,2,5,Mechanical,CYB,7.0,1,0
6.04,2,5,Mechanical,CLOUD,6.5,1,0
4.68,0,3,Civil,AIML,7.5,0,0
4.68,0,3,Civil,DS,7.0,1,0
4.68,0,3,Civil,WEB,6.0,2,0
4.68,0,3,Civil,CYB,7.0,1,0
4.68,0,3,Civil,CLOUD,6.5,1,0
6.9,2,7,Mechanical,AIML,7.5,0,0
6.9,2,7,Mechanical,DS,7.0,1,0
6.9,2,7,Mechanical,WEB,6.0,2,1
6.9,2,7,Mechanical,CYB,7.0,1,0
6.9,2,7,Mechanical,CLOUD,6.5,1,0
6.66,0,7,Electronics,AIML,7.5,0,0
6.66,0,7,Electronics,DS,7.0,1,0
6.66,0,7,Electronics,WEB,6.0,2,1
6.66,0,7,Electronics,CYB,7.0,1,0
6.66,0,7,Electronics,CLOUD,6.5,1,1
5.65,0,5,Computer Science,AIML,7.5,0,0
5.65,0,5,Computer Science,DS,7.0,1,0
5.65,0,5,Computer Science,WEB,6.0,2,0
5.65,0,5,Computer Science,CYB,7.0,1,0
5.65,0,5,Computer Science,CLOUD,6.5,1,0
6.25,3,6,Civil,AIML,7.5,0,0
6.25,3,6,Civil,DS,7.0,1,0
6.25,3,6,Civil,WEB,6.0,2,0
6.25,3,6,Civil,CYB,7.0,1,0
6.25,3,6,Civil,CLOUD,6.5,1,0
6.99,2,8,Civil,AIML,7.5,0,0
6.99,2,8,Civil,DS,7.0,1,0
6.99,2,8,Civil,WEB,6.0,2,0
6.99,2,8,Civil,CYB,7.0,1,0
6.99,2,8,Civil,CLOUD,6.5,1,0
8.11,0,4,Mechanical,AIML,7.5,0,1
8.11,0,4,Mechanical,DS,7.0,1,1
8.11,0,4,Mechanical,WEB,6.0,2,1
8.11,0,4,Mechanical,CYB,7.0,1,1
8.11,0,4,Mechanical,CLOUD,6.5,1,1
5.47,0,6,Civil,AIML,7.5,0,0
5.47,0,6,Civil,DS,7.0,1,0
5.47,0,6,Civil,WEB,6.0,2,0
5.47,0,6,Civil,CYB,7.0,1,0
5.47,0,6,Civil,CLOUD,6.5,1,0
7.81,1,6,Information Technology,AIML,7.5,0,0
7.81,1,6,Information Technology,DS,7.0,1,1
7.81,1,6,Information Technology,WEB,6.0,2,1
7.81,1,6,Information Technology,CYB,7.0,1,1
7.81,1,6,Information Technology,CLOUD,6.5,1,1
7.74,0,3,Information Technology,AIML,7.5,0,1
7.74,0,3,Information Technology,DS,7.0,1,1
7.74,0,3,Information Technology,WEB,6.0,2,1
7.74,0,3,Information Technology,CYB,7.0,1,1
7.74,0,3,Information Technology,CLOUD,6.5,1,1
6.89,2,4,Electronics,AIML,7.5,0,0
6.89,2,4,Electronics,DS,7.0,1,0
6.89,2,4,Electronics,WEB,6.0,2,1
6.89,2,4,Electronics,CYB,7.0,1,0
6.89,2,4,Electronics,CLOUD,6.5,1,0
7.18,1,5,Mechanical,AIML,7.5,0,0
7.18,1,5,Mechanical,DS,7.0,1,1
7.18,1,5,Mechanical,WEB,6.0,2,1
7.18,1,5,Mechanical,CYB,7.0,1,1
7.18,1,5,Mechanical,CLOUD,6.5,1,1
7.72,0,5,Information Technology,AIML,7.5,0,0
7.72,0,5,Information Technology,DS,7.0,1,1
7.72,0,5,Information Technology,WEB,6.0,2,1
7.72,0,5,Information Technology,CYB,7.0,1,1
7.72,0,5,Information Technology,CLOUD,6.5,1,1
7.26,0,7,Information Technology,AIML,7.5,0,0
7.26,0,7,Information Technology,DS,7.0,1,0
7.26,0,7,Information Technology,WEB,6.0,2,1
7.26,0,7,Information Technology,CYB,7.0,1,1
7.26,0,7,Information Technology,CLOUD,6.5,1,1
7.09,0,3,Electronics,AIML,7.5,0,0
7.09,0,3,Electronics,DS,7.0,1,1
7.09,0,3,Electronics,WEB,6.0,2,1
7.09,0,3,Electronics,CYB,7.0,1,1
7.09,0,3,Electronics,CLOUD,6.5,1,1
5.97,1,8,Computer Science,AIML,7.5,0,0
5.97,1,8,Computer Science,DS,7.0,1,0
5.97,1,8,Computer Science,WEB,6.0,2,0
5.97,1,8,Computer Science,CYB,7.0,1,0
5.97,1,8,Computer Science,CLOUD,6.5,1,0
5.62,0,3,Civil,AIML,7.5,0,0
5.62,0,3,Civil,DS,7.0,1,0
5.62,0,3,Civil,WEB,6.0,2,0
5.62,0,3,Civil,CYB,7.0,1,0
5.62,0,3,Civil,CLOUD,6.5,1,0
5.03,0,7,Electronics,AIML,7.5,0,0
5.03,0,7,Electronics,DS,7.0,1,0
5.03,0,7,Electronics,WEB,6.0,2,0
5.03,0,7,Electronics,CYB,7.0,1,0
5.03,0,7,Electronics,CLOUD,6.5,1,0
8.48,2,5,Electronics,AIML,7.5,0,0
8.48,2,5,Electronics,DS,7.0,1,0
8.48,2,5,Electronics,WEB,6.0,2,1
8.48,2,5,Electronics,CYB,7.0,1,0
8.48,2,5,Electronics,CLOUD,6.5,1,0
6.81,0,8,Information Technology,AIML,7.5,0,0
6.81,0,8,Information Technology,DS,7.0,1,0
6.81,0,8,Information Technology,WEB,6.0,2,1
6.81,0,8,Information Technology,CYB,7.0,1,1
6.81,0,8,Information Technology,CLOUD,6.5,1,1
7.23,2,6,Electronics,AIML,7.5,0,0
7.23,2,6,Electronics,DS,7.0,1,1
7.23,2,6,Electronics,WEB,6.0,2,1
7.23,2,6,Electronics,CYB,7.0,1,0
7.23,2,6,Electronics,CLOUD,6.5,1,0
8.24,2,6,Information Technology,AIML,7.5,0,0
8.24,2,6,Information Technology,DS,7.0,1,0
8.24,2,6,Information Technology,WEB,6.0,2,1
8.24,2,6,Information Technology,CYB,7.0,1,0
8.24,2,6,Information Technology,CLOUD,6.5,1,0
9.22,0,5,Mechanical,AIML,7.5,0,1
9.22,0,5,Mechanical,DS,7.0,1,1
9.22,0,5,Mechanical,WEB,6.0,2,1
9.22,0,5,Mechanical,CYB,7.0,1,1
9.22,0,5,Mechanical,CLOUD,6.5,1,1
7.12,0,7,Computer Science,AIML,7.5,0,0
7.12,0,7,Computer Science,DS,7.0,1,1
7.12,0,7,Computer Science,WEB,6.0,2,1
7.12,0,7,Computer Science,CYB,7.0,1,1
7.12,0,7,Computer Science,CLOUD,6.5,1,1
6.17,0,4,Electronics,AIML,7.5,0,0
6.17,0,4,Electronics,DS,7.0,1,0
6.17,0,4,Electronics,WEB,6.0,2,1
6.17,0,4,Electronics,CYB,7.0,1,0
6.17,0,4,Electronics,CLOUD,6.5,1,0
8.19,0,8,Computer Science,AIML,7.5,0,1
8.19,0,8,Computer Science,DS,7.0,1,1
8.19,0,8,Computer Science,WEB,6.0,2,1
8.19,0,8,Computer Science,CYB,7.0,1,1
8.19,0,8,Computer Science,CLOUD,6.5,1,1
7.12,2,3,Mechanical,AIML,7.5,0,0
7.12,2,3,Mechanical,DS,7.0,1,0
7.12,2,3,Mechanical,WEB,6.0,2,1
7.12,2,3,Mechanical,CYB,7.0,1,0
7.12,2,3,Mechanical,CLOUD,6.5,1,0
9.01,0,5,Information Technology,AIML,7.5,0,1
9.01,0,5,Information Technology,DS,7.0,1,1
9.01,0,5,Information Technology,WEB,6.0,2,1
9.01,0,5,Information Technology,CYB,7.0,1,1
9.01,0,5,Information Technology,CLOUD,6.5,1,1
7.75,2,5,Mechanical,AIML,7.5,0,0
7.75,2,5,Mechanical,DS,7.0,1,0
7.75,2,5,Mechanical,WEB,6.0,2,1
7.75,2,5,Mechanical,CYB,7.0,1,0
7.75,2,5,Mechanical,CLOUD,6.5,1,0
8.98,2,6,Mechanical,AIML,7.5,0,0
8.98,2,6,Mechanical,DS,7.0,1,0
8.98,2,6,Mechanical,WEB,6.0,2,1
8.98,2,6,Mechanical,CYB,7.0,1,0
8.98,2,6,Mechanical,CLOUD,6.5,1,0
8.05,0,6,Computer Science,AIML,7.5,0,1
8.05,0,6,Computer Science,DS,7.0,1,1
8.05,0,6,Computer Science,WEB,6.0,2,1
8.05,0,6,Computer Science,CYB,7.0,1,1
8.05,0,6,Computer Science,CLOUD,6.5,1,1
6.51,0,5,Mechanical,AIML,7.5,0,0
6.51,0,5,Mechanical,DS,7.0,1,0
6.51,0,5,Mechanical,WEB,6.0,2,1
6.51,0,5,Mechanical,CYB,7.0,1,0
6.51,0,5,Mechanical,CLOUD,6.5,1,1
6.89,0,3,Computer Science,AIML,7.5,0,0
6.89,0,3,Computer Science,DS,7.0,1,0
6.89,0,3,Computer Science,WEB,6.0,2,1
6.89,0,3,Computer Science,CYB,7.0,1,0
6.89,0,3,Computer Science,CLOUD,6.5,1,1
6.94,0,4,Electronics,AIML,7.5,0,0
6.94,0,4,Electronics,DS,7.0,1,1
6.94,0,4,Electronics,WEB,6.0,2,1
6.94,0,4,Electronics,CYB,7.0,1,0
6.94,0,4,Electronics,CLOUD,6.5,1,1
3.58,0,8,Information Technology,AIML,7.5,0,0
3.58,0,8,Information Technology,DS,7.0,1,0
3.58,0,8,Information Technology,WEB,6.0,2,0
3.58,0,8,Information Technology,CYB,7.0,1,0
3.58,0,8,Information Technology,CLOUD,6.5,1,0
6.09,0,5,Mechanical,AIML,7.5,0,0
6.09,0,5,Mechanical,DS,7.0,1,0
6.09,0,5,Mechanical,WEB,6.0,2,1
6.09,0,5,Mechanical,CYB,7.0,1,0
6.09,0,5,Mechanical,CLOUD,6.5,1,0
6.87,3,5,Electronics,AIML,7.5,0,0
6.87,3,5,Electronics,DS,7.0,1,0
6.87,3,5,Electronics,WEB,6.0,2,0
6.87,3,5,Electronics,CYB,7.0,1,0
6.87,3,5,Electronics,CLOUD,6.5,1,0
8.1,3,7,Information Technology,AIML,7.5,0,0
8.1,3,7,Information Technology,DS,7.0,1,0
8.1,3,7,Information Technology,WEB,6.0,2,0
8.1,3,7,Information Technology,CYB,7.0,1,0
8.1,3,7,Information Technology,CLOUD,6.5,1,0
7.28,1,7,Civil,AIML,7.5,0,0
7.28,1,7,Civil,DS,7.0,1,1
7.28,1,7,Civil,WEB,6.0,2,1
7.28,1,7,Civil,CYB,7.0,1,1
7.28,1,7,Civil,CLOUD,6.5,1,1
6.76,0,6,Civil,AIML,7.5,0,0
6.76,0,6,Civil,DS,7.0,1,0
6.76,0,6,Civil,WEB,6.0,2,1
6.76,0,6,Civil,CYB,7.0,1,1
6.76,0,6,Civil,CLOUD,6.5,1,1
7.61,0,8,Civil,AIML,7.5,0,1
7.61,0,8,Civil,DS,7.0,1,1
7.61,0,8,Civil,WEB,6.0,2,1
7.61,0,8,Civil,CYB,7.0,1,1
7.61,0,8,Civil,CLOUD,6.5,1,1
8.25,0,8,Mechanical,AIML,7.5,0,0
8.25,0,8,Mechanical,DS,7.0,1,1
8.25,0,8,Mechanical,WEB,6.0,2,1
8.25,0,8,Mechanical,CYB,7.0,1,1
8.25,0,8,Mechanical,CLOUD,6.5,1,1
6.81,0,5,Electronics,AIML,7.5,0,0
6.81,0,5,Electronics,DS,7.0,1,0
6.81,0,5,Electronics,WEB,6.0,2,1
6.81,0,5,Electronics,CYB,7.0,1,0
6.81,0,5,Electronics,CLOUD,6.5,1,1
7.24,1,5,Information Technology,AIML,7.5,0,0
7.24,1,5,Information Technology,DS,7.0,1,1
7.24,1,5,Information Technology,WEB,6.0,2,1
7.24,1,5,Information Technology,CYB,7.0,1,1
7.24,1,5,Information Technology,CLOUD,6.5,1,1
6.87,2,4,Electronics,AIML,7.5,0,0
6.87,2,4,Electronics,DS,7.0,1,0
6.87,2,4,Electronics,WEB,6.0,2,1
6.87,2,4,Electronics,CYB,7.0,1,1
6.87,2,4,Electronics,CLOUD,6.5,1,0
4.42,1,8,Mechanical,AIML,7.5,0,0
4.42,1,8,Mechanical,DS,7.0,1,0
4.42,1,8,Mechanical,WEB,6.0,2,0
4.42,1,8,Mechanical,CYB,7.0,1,0
4.42,1,8,Mechanical,CLOUD,6.5,1,0
6.91,0,3,Civil,AIML,7.5,0,1
6.91,0,3,Civil,DS,7.0,1,0
6.91,0,3,Civil,WEB,6.0,2,1
6.91,0,3,Civil,CYB,7.0,1,0
6.91,0,3,Civil,CLOUD,6.5,1,1
10.0,0,8,Civil,AIML,7.5,0,1
10.0,0,8,Civil,DS,7.0,1,1
10.0,0,8,Civil,WEB,6.0,2,1
10.0,0,8,Civil,CYB,7.0,1,1
10.0,0,8,Civil,CLOUD,6.5,1,1
7.05,0,7,Civil,AIML,7.5,0,0
7.05,0,7,Civil,DS,7.0,1,1
7.05,0,7,Civil,WEB,6.0,2,1
7.05,0,7,Civil,CYB,7.0,1,1
7.05,0,7,Civil,CLOUD,6.5,1,1
8.85,3,3,Civil,AIML,7.5,0,0
8.85,3,3,Civil,DS,7.0,1,0
8.85,3,3,Civil,WEB,6.0,2,0
8.85,3,3,Civil,CYB,7.0,1,0
8.85,3,3,Civil,CLOUD,6.5,1,0
7.34,1,6,Electronics,AIML,7.5,0,0
7.34,1,6,Electronics,DS,7.0,1,1
7.34,1,6,Electronics,WEB,6.0,2,1
7.34,1,6,Electronics,CYB,7.0,1,1
7.34,1,6,Electronics,CLOUD,6.5,1,1
7.41,1,3,Information Technology,AIML,7.5,0,0
7.41,1,3,Information Technology,DS,7.0,1,1
7.41,1,3,Information Technology,WEB,6.0,2,1
7.41,1,3,Information Technology,CYB,7.0,1,1
7.41,1,3,Information Technology,CLOUD,6.5,1,1
4.46,2,5,Civil,AIML,7.5,0,0
4.46,2,5,Civil,DS,7.0,1,0
4.46,2,5,Civil,WEB,6.0,2,0
4.46,2,5,Civil,CYB,7.0,1,0
4.46,2,5,Civil,CLOUD,6.5,1,0
8.4,0,6,Information Technology,AIML,7.5,0,1
8.4,0,6,Information Technology,DS,7.0,1,1
8.4,0,6,Information Technology,WEB,6.0,2,1
8.4,0,6,Information Technology,CYB,7.0,1,1
8.4,0,6,Information Technology,CLOUD,6.5,1,1
9.21,0,4,Civil,AIML,7.5,0,1
9.21,0,4,Civil,DS,7.0,1,1
9.21,0,4,Civil,WEB,6.0,2,1
9.21,0,4,Civil,CYB,7.0,1,1
9.21,0,4,Civil,CLOUD,6.5,1,1
5.72,0,3,Information Technology,AIML,7.5,0,0
5.72,0,3,Information Technology,DS,7.0,1,0
5.72,0,3,Information Technology,WEB,6.0,2,0
5.72,0,3,Information Technology,CYB,7.0,1,0
5.72,0,3,Information Technology,CLOUD,6.5,1,0
7.98,1,8,Mechanical,AIML,7.5,0,0
7.98,1,8,Mechanical,DS,7.0,1,1
7.98,1,8,Mechanical,WEB,6.0,2,1
7.98,1,8,Mechanical,CYB,7.0,1,1
7.98,1,8,Mechanical,CLOUD,6.5,1,1
8.18,1,8,Civil,AIML,7.5,0,0
8.18,1,8,Civil,DS,7.0,1,1
8.18,1,8,Civil,WEB,6.0,2,1
8.18,1,8,Civil,CYB,7.0,1,1
8.18,1,8,Civil,CLOUD,6.5,1,1
7.45,0,3,Information Technology,AIML,7.5,0,0
7.45,0,3,Information Technology,DS,7.0,1,1
7.45,0,3,Information Technology,WEB,6.0,2,1
7.45,0,3,Information Technology,CYB,7.0,1,1
7.45,0,3,Information Technology,CLOUD,6.5,1,1
7.33,1,7,Electronics,AIML,7.5,0,0
7.33,1,7,Electronics,DS,7.0,1,1
7.33,1,7,Electronics,WEB,6.0,2,1
7.33,1,7,Electronics,CYB,7.0,1,1
7.33,1,7,Electronics,CLOUD,6.5,1,1
9.22,1,4,Mechanical,AIML,7.5,0,0
9.22,1,4,Mechanical,DS,7.0,1,1
9.22,1,4,Mechanical,WEB,6.0,2,1
9.22,1,4,Mechanical,CYB,7.0,1,1
9.22,1,4,Mechanical,CLOUD,6.5,1,1
7.96,1,5,Computer Science,AIML,7.5,0,0
7.96,1,5,Computer Science,DS,7.0,1,1
7.96,1,5,Computer Science,WEB,6.0,2,1
7.96,1,5,Computer Science,CYB,7.0,1,1
7.96,1,5,Computer Science,CLOUD,6.5,1,1
7.39,0,3,Mechanical,AIML,7.5,0,0
7.39,0,3,Mechanical,DS,7.0,1,1
7.39,0,3,Mechanical,WEB,6.0,2,1
7.39,0,3,Mechanical,CYB,7.0,1,1
7.39,0,3,Mechanical,CLOUD,6.5,1,1
6.23,0,5,Civil,AIML,7.5,0,0
6.23,0,5,Civil,DS,7.0,1,0
6.23,0,5,Civil,WEB,6.0,2,1
6.23,0,5,Civil,CYB,7.0,1,0
6.23,0,5,Civil,CLOUD,6.5,1,1
5.97,0,8,Civil,AIML,7.5,0,0
5.97,0,8,Civil,DS,7.0,1,0
5.97,0,8,Civil,WEB,6.0,2,0
5.97,0,8,Civil,CYB,7.0,1,0
5.97,0,8,Civil,CLOUD,6.5,1,0
7.34,0,3,Computer Science,AIML,7.5,0,0
7.34,0,3,Computer Science,DS,7.0,1,1
7.34,0,3,Computer Science,WEB,6.0,2,1
7.34,0,3,Computer Science,CYB,7.0,1,1
7.34,0,3,Computer Science,CLOUD,6.5,1,1
6.54,0,5,Information Technology,AIML,7.5,0,0
6.54,0,5,Information Technology,DS,7.0,1,0
6.54,0,5,Information Technology,WEB,6.0,2,1
6.54,0,5,Information Technology,CYB,7.0,1,0
6.54,0,5,Information Technology,CLOUD,6.5,1,1
6.79,1,4,Information Technology,AIML,7.5,0,0
6.79,1,4,Information Technology,DS,7.0,1,0
6.79,1,4,Information Technology,WEB,6.0,2,1
6.79,1,4,Information Technology,CYB,7.0,1,0
6.79,1,4,Information Technology,CLOUD,6.5,1,1
7.72,0,5,Mechanical,AIML,7.5,0,1
7.72,0,5,Mechanical,DS,7.0,1,1
7.72,0,5,Mechanical,WEB,6.0,2,1
7.72,0,5,Mechanical,CYB,7.0,1,1
7.72,0,5,Mechanical,CLOUD,6.5,1,1
6.74,0,8,Civil,AIML,7.5,0,0
6.74,0,8,Civil,DS,7.0,1,0
6.74,0,8,Civil,WEB,6.0,2,1
6.74,0,8,Civil,CYB,7.0,1,0
6.74,0,8,Civil,CLOUD,6.5,1,1
4.3,1,6,Electronics,AIML,7.5,0,0
4.3,1,6,Electronics,DS,7.0,1,0
4.3,1,6,Electronics,WEB,6.0,2,0
4.3,1,6,Electronics,CYB,7.0,1,0
4.3,1,6,Electronics,CLOUD,6.5,1,0
7.67,0,6,Mechanical,AIML,7.5,0,0
7.67,0,6,Mechanical,DS,7.0,1,1
7.67,0,6,Mechanical,WEB,6.0,2,1
7.67,0,6,Mechanical,CYB,7.0,1,1
7.67,0,6,Mechanical,CLOUD,6.5,1,1
3.51,0,8,Information Technology,AIML,7.5,0,0
3.51,0,8,Information Technology,DS,7.0,1,0
3.51,0,8,Information Technology,WEB,6.0,2,0
3.51,0,8,Information Technology,CYB,7.0,1,0
3.51,0,8,Information Technology,CLOUD,6.5,1,0
6.32,0,7,Civil,AIML,7.5,0,1
6.32,0,7,Civil,DS,7.0,1,0
6.32,0,7,Civil,WEB,6.0,2,1
6.32,0,7,Civil,CYB,7.0,1,0
6.32,0,7,Civil,CLOUD,6.5,1,0
9.05,2,5,Information Technology,AIML,7.5,0,0
9.05,2,5,Information Technology,DS,7.0,1,0
9.05,2,5,Information Technology,WEB,6.0,2,1
9.05,2,5,Information Technology,CYB,7.0,1,0
9.05,2,5,Information Technology,CLOUD,6.5,1,0
6.56,0,4,Civil,AIML,7.5,0,0
6.56,0,4,Civil,DS,7.0,1,0
6.56,0,4,Civil,WEB,6.0,2,1
6.56,0,4,Civil,CYB,7.0,1,0
6.56,0,4,Civil,CLOUD,6.5,1,1
4.25,0,7,Computer Science,AIML,7.5,0,0
4.25,0,7,Computer Science,DS,7.0,1,0
4.25,0,7,Computer Science,WEB,6.0,2,0
4.25,0,7,Computer Science,CYB,7.0,1,0
4.25,0,7,Computer Science,CLOUD,6.5,1,0
5.76,1,8,Civil,AIML,7.5,0,0
5.76,1,8,Civil,DS,7.0,1,0
5.76,1,8,Civil,WEB,6.0,2,0
5.76,1,8,Civil,CYB,7.0,1,0
5.76,1,8,Civil,CLOUD,6.5,1,0
9.12,1,6,Information Technology,AIML,7.5,0,0
9.12,1,6,Information Technology,DS,7.0,1,1
9.12,1,6,Information Technology,WEB,6.0,2,1
9.12,1,6,Information Technology,CYB,7.0,1,1
9.12,1,6,Information Technology,CLOUD,6.5,1,0
5.25,2,5,Civil,AIML,7.5,0,0
5.25,2,5,Civil,DS,7.0,1,0
5.25,2,5,Civil,WEB,6.0,2,0
5.25,2,5,Civil,CYB,7.0,1,0
5.25,2,5,Civil,CLOUD,6.5,1,0
7.07,0,5,Electronics,AIML,7.5,0,0
7.07,0,5,Electronics,DS,7.0,1,1
7.07,0,5,Electronics,WEB,6.0,2,1
7.07,0,5,Electronics,CYB,7.0,1,1
7.07,0,5,Electronics,CLOUD,6.5,1,1
7.85,3,7,Electronics,AIML,7.5,0,0
7.85,3,7,Electronics,DS,7.0,1,0
7.85,3,7,Electronics,WEB,6.0,2,0
7.85,3,7,Electronics,CYB,7.0,1,0
7.85,3,7,Electronics,CLOUD,6.5,1,0
7.43,0,7,Computer Science,AIML,7.5,0,1
7.43,0,7,Computer Science,DS,7.0,1,1
7.43,0,7,Computer Science,WEB,6.0,2,1
7.43,0,7,Computer Science,CYB,7.0,1,1
7.43,0,7,Computer Science,CLOUD,6.5,1,1
7.59,1,6,Mechanical,AIML,7.5,0,0
7.59,1,6,Mechanical,DS,7.0,1,1
7.59,1,6,Mechanical,WEB,6.0,2,1
7.59,1,6,Mechanical,CYB,7.0,1,1
7.59,1,6,Mechanical,CLOUD,6.5,1,1
5.2,1,7,Electronics,AIML,7.5,0,0
5.2,1,7,Electronics,DS,7.0,1,0
5.2,1,7,Electronics,WEB,6.0,2,0
5.2,1,7,Electronics,CYB,7.0,1,0
5.2,1,7,Electronics,CLOUD,6.5,1,0
7.19,0,4,Computer Science,AIML,7.5,0,0
7.19,0,4,Computer Science,DS,7.0,1,1
7.19,0,4,Computer Science,WEB,6.0,2,1
7.19,0,4,Computer Science,CYB,7.0,1,1
7.19,0,4,Computer Science,CLOUD,6.5,1,1
7.11,1,6,Information Technology,AIML,7.5,0,0
7.11,1,6,Information Technology,DS,7.0,1,1
7.11,1,6,Information Technology,WEB,6.0,2,1
7.11,1,6,Information Technology,CYB,7.0,1,1
7.11,1,6,Information Technology,CLOUD,6.5,1,1
7.21,0,5,Mechanical,AIML,7.5,0,0
7.21,0,5,Mechanical,DS,7.0,1,1
7.21,0,5,Mechanical,WEB,6.0,2,1
7.21,0,5,Mechanical,CYB,7.0,1,0
7.21,0,5,Mechanical,CLOUD,6.5,1,1
